RefID,Income,LoanBalance,Age,InterestType,MortgageType,InterestIncome,MortgageYears,PropertyValue,AnnualPayment,CreditRating,InterestRate,LoanToValue,Default
1322,198930,"42,608",63,2,2,"2,770",32,"1,24,855","3,902",2,5,107,0
1323,152188,"25,434",68,2,1,"1,367",34,"1,44,090","4,238",1,4,7,0
1324,139539,"67,916",64,3,2,509,33,"93,036","2,819",2,1,51,0
1325,179826,"10,274",32,2,1,629,35,"72,758","2,079",2,5,12,0
1326,167047,"14,807",31,3,2,407,34,"78,643","2,313",3,2,93,0
1327,86929,"1,38,754",30,2,2,"1,214",29,"1,51,168","5,213",2,5,188,0
1328,33486,"2,493",37,1,1,140,30,"2,11,854","7,062",1,5,120,0
1329,82970,"23,117",35,3,2,0,29,"85,412","2,945",1,0,119,0
1330,150465,"1,83,729",65,3,2,"8,497",35,"1,97,633","5,647",3,4,24,0
1331,123895,"1,57,137",69,3,2,"5,893",34,"2,12,347","6,245",1,3,62,0
1332,121383,"1,46,560",67,1,2,"8,977",30,"1,59,673","5,322",1,5,122,0
1333,160267,"1,51,496",40,3,2,"2,841",29,"1,91,767","6,613",2,2,34,0
1334,175074,"98,361",52,3,2,"2,582",28,"1,06,487","3,803",1,2,24,0
1335,145775,"1,74,663",29,2,2,"12,008",28,"2,81,715","10,061",1,5,170,0
1336,63308,"1,86,600",55,3,1,"1,866",28,"2,36,202","8,436",5,1,135,0
1337,106470,"30,445",52,2,1,"1,294",30,"69,924","2,331",4,3,167,0
1338,198559,"69,805",56,2,2,"4,363",32,"71,037","2,220",1,5,159,0
1339,56748,"94,735",37,3,2,"4,263",35,"1,29,846","3,710",2,4,162,0
1340,39684,"1,04,707",62,2,2,"5,628",28,"1,68,883","6,032",1,5,199,0
1341,171712,"1,32,055",49,2,2,"5,777",29,"1,91,384","6,599",4,4,84,0
1342,56173,"99,721",40,1,2,"6,607",35,"1,27,848","3,653",1,5,73,0
1343,191297,"27,423",28,3,2,583,34,"89,631","2,636",1,2,58,0
1344,182427,"1,05,765",62,3,2,"4,495",31,"1,13,769","3,670",3,3,121,0
1345,59597,"11,584",36,3,1,507,28,"89,489","3,196",1,4,75,0
1346,106630,"1,28,429",45,2,2,"4,816",30,"1,38,148","4,605",1,5,91,0
1347,198337,"59,228",64,1,2,"4,072",28,"95,530","3,412",3,6,48,0
1348,197705,"97,304",45,2,2,"6,568",31,"1,31,250","4,234",1,5,173,0
1349,41379,"87,936",42,3,1,"2,198",28,"86,567","3,092",4,2,101,0
1350,157399,"23,168",30,3,2,174,33,"62,615","1,897",4,1,69,0
1351,109883,"1,60,813",57,3,1,"1,809",32,"2,36,490","7,390",1,1,198,0
1352,45359,"52,883",66,3,2,"2,314",35,"1,42,926","4,084",3,4,63,0
1353,91028,"9,569",49,3,2,0,31,"1,16,168","3,747",2,0,141,0
1354,99857,"1,83,830",53,3,2,"7,353",34,"2,91,793","8,582",2,3,16,0
1355,52265,"1,10,449",61,3,2,"4,418",31,"1,18,808","3,833",1,3,49,0
1356,184458,"1,56,331",27,1,2,"8,794",33,"1,72,530","5,228",3,5,12,0
1357,114756,"1,71,188",67,1,2,"8,345",28,"2,41,110","8,611",3,4,71,0
1358,162975,"1,27,422",35,3,2,"3,663",33,"1,76,975","5,363",1,2,188,0
1359,120677,"9,972",56,2,2,12,28,"99,805","3,564",3,4,170,0
1360,104535,"1,45,251",32,3,1,"3,813",29,"1,58,246","5,457",4,2,19,0
1361,84224,"2,15,282",28,3,2,"9,688",29,"3,41,718","11,783",1,4,28,0
1362,168239,"1,13,521",37,1,2,"6,527",32,"1,72,002","5,375",1,5,162,0
1363,128117,"1,28,127",67,3,2,"5,125",31,"2,03,376","6,561",3,3,57,0
1364,159405,"1,80,581",50,3,2,226,32,"1,99,293","6,228",1,0,63,0
1365,129850,"1,45,200",58,1,2,"7,442",32,"2,01,667","6,302",2,4,73,0
1366,125482,"1,03,750",28,3,2,"4,020",29,"1,54,851","5,340",3,3,97,0
1367,51137,"1,32,559",25,3,2,"2,154",29,"2,17,310","7,493",2,1,78,0
1368,58142,"22,437",33,1,2,"1,094",29,"86,668","2,989",1,4,179,0
1369,108587,"1,90,075",64,1,1,"9,741",33,"2,07,081","6,275",4,4,104,0
1370,137018,"1,76,477",43,3,1,"6,618",28,"2,48,558","8,877",2,3,130,0
1371,67593,"81,968",30,3,2,512,29,"1,28,075","4,416",1,1,31,0
1372,42244,"64,844",61,3,2,324,28,"86,459","3,088",3,0,74,0
1373,145282,"1,60,813",49,2,2,"1,206",31,"2,17,315","7,010",1,5,55,0
1374,54952,"85,720",59,3,2,"1,822",30,"1,12,790","3,760",1,2,118,0
1375,153994,"1,57,540",29,3,2,"6,695",29,"2,12,891","7,341",2,3,115,0
1376,191245,"7,328",57,1,2,421,34,"1,24,545","3,663",2,5,86,0
1377,153547,"48,325",55,2,2,"2,356",35,"1,86,661","5,333",2,4,131,0
1378,168324,"45,781",35,3,1,"1,373",28,"1,25,497","4,482",1,2,89,0
1379,68075,"97,052",60,3,2,"4,610",35,"1,24,426","3,555",1,4,184,0
1380,135425,"1,48,323",39,2,2,"3,523",32,"1,95,162","6,099",1,5,77,0
1381,111181,"9,871",57,3,2,62,30,"1,39,810","4,660",1,1,99,0
1382,137344,"19,743",65,2,2,469,31,"1,39,810","4,510",1,5,56,0
1383,34117,"23,117",47,3,2,"1,069",33,"1,54,244","4,674",3,4,69,0
1384,55388,"35,255",50,2,2,573,29,"1,09,961","3,792",3,1,40,0
1385,187912,"1,14,453",53,3,2,"4,864",32,"1,26,312","3,947",1,3,100,0
1386,77380,"1,15,989",64,1,2,"6,089",34,"1,54,652","4,549",3,5,19,0
1387,118184,"94,106",68,3,2,"1,882",32,"1,34,437","4,201",4,2,152,0
1388,58877,"47,342",35,3,1,"1,775",35,"1,03,156","2,947",4,3,158,0
1389,104911,"1,71,642",65,1,1,"11,157",35,"2,48,756","7,107",1,5,12,0
1390,186274,"51,825",50,3,2,"1,620",30,"1,32,884","4,429",5,3,185,0
1391,87325,"40,241",36,3,1,"1,258",30,"92,422","3,081",3,3,67,0
1392,142936,"70,032",45,2,2,"1,926",30,"1,16,719","3,891",2,5,101,0
1393,37782,"67,992",44,3,2,"2,720",29,"75,037","2,587",1,3,33,0
1394,189698,"1,00,477",53,3,1,0,33,"1,06,730","3,234",4,0,46,0
1395,144622,"1,70,433",49,3,1,"5,752",33,"1,77,534","5,380",4,3,4,0
1396,126834,"64,214",35,3,2,0,33,"90,761","2,750",1,0,65,0
1397,164199,"28,254",39,3,1,353,32,"1,69,669","5,302",4,1,154,0
1398,86533,"1,85,013",27,3,2,"8,557",28,"2,64,305","9,439",3,4,97,0
1399,122129,"44,094",52,3,2,165,31,"98,606","3,181",1,0,56,0
1400,67956,"51,825",36,3,2,"2,462",34,"70,730","2,080",4,4,35,0
1401,124943,"1,18,356",46,3,2,"5,622",31,"1,57,808","5,091",1,4,142,0
1402,185184,"2,417",61,2,2,9,31,"1,02,717","3,313",1,5,176,0
1403,86959,"1,20,723",60,3,1,"3,320",30,"1,33,232","4,441",1,2,8,0
1404,192527,"2,08,559",42,3,2,"5,214",30,"1,96,922","6,564",3,2,140,0
1405,119936,"1,28,807",54,2,2,"1,449",35,"1,69,483","4,842",2,5,197,0
1406,102670,"1,61,972",50,3,1,"5,871",29,"1,49,610","5,159",5,3,177,0
1407,139590,"1,71,188",38,3,1,"5,778",35,"1,51,535","4,330",5,3,23,0
1408,32172,"43,666",26,1,2,"2,238",35,"95,145","2,718",4,4,156,0
1409,102918,"1,35,833",56,1,1,"8,659",32,"1,94,046","6,064",1,5,142,0
1410,139218,"54,293",31,2,1,"2,783",33,"2,09,715","6,355",5,5,179,0
1411,39978,"89,951",37,3,2,"3,148",31,"1,38,386","4,464",1,3,180,0
1412,198005,"65,574",66,3,2,"3,197",33,"96,433","2,922",1,4,101,0
1413,180518,"34,197",67,1,2,"2,180",29,"93,743","3,233",1,5,62,0
1414,144889,"1,74,059",33,3,2,"3,264",31,"2,41,749","7,798",1,2,105,0
1415,156739,"25,761",44,3,1,483,32,"81,080","2,534",1,2,59,0
1416,114805,"1,49,003",55,3,2,"4,098",29,"2,32,817","8,028",4,2,25,0
1417,135939,"1,32,257",54,3,2,"5,456",29,"1,86,277","6,423",1,3,109,0
1418,114630,"1,25,105",27,2,2,"7,037",28,"2,01,782","7,207",2,5,138,0
1419,34954,"91,562",64,3,1,801,33,"77,038","2,334",5,1,174,0
1420,193811,"15,411",38,1,2,886,32,"1,09,137","3,411",2,5,188,0
1421,151403,"93,174",63,3,1,"2,446",32,"1,52,744","4,773",4,2,115,0
1422,126479,"39,486",42,2,2,"1,629",33,"1,08,240","3,280",2,4,87,0
1423,41978,"1,47,089",41,2,2,"3,861",32,"2,13,172","6,662",1,2,135,0
1424,46159,"1,72,951",61,3,2,"3,675",28,"2,62,047","9,359",1,2,74,0
1425,182156,"59,077",64,3,1,"2,215",30,"77,733","2,591",2,3,101,0
1426,171476,"71,819",54,2,2,"3,950",34,"1,08,817","3,201",3,5,63,0
1427,167871,"93,300",27,3,1,"2,099",30,"91,132","3,038",5,2,109,0
1428,79181,"1,78,793",33,2,1,"3,799",28,"2,59,121","9,254",4,2,83,0
1429,47154,"97,228",36,3,2,"3,160",31,"1,33,263","4,299",2,3,62,0
1430,35665,"1,89,697",36,2,2,"4,268",29,"2,56,347","8,840",2,5,64,0
1431,147128,"1,73,304",36,1,2,"11,265",29,"2,34,194","8,076",3,5,109,0
1432,106766,"32,082",51,3,1,201,33,"82,615","2,503",1,1,95,0
1433,182751,"46,335",57,1,2,"2,259",31,"1,28,709","4,152",1,4,78,0
1434,117395,"78,065",31,3,2,683,29,"1,06,997","3,690",2,1,143,0
1435,191883,"18,156",44,3,2,0,31,"1,54,290","4,977",1,0,72,0
1436,150715,"1,77,232",40,3,2,"1,772",34,"2,76,925","8,145",1,1,195,0
1437,137362,"62,855",64,3,2,"1,807",29,"87,778","3,027",4,2,104,0
1438,51465,"92,318",44,3,2,"2,423",31,"1,28,607","4,149",1,2,107,0
1439,143607,"46,688",49,3,2,"1,517",28,"1,27,982","4,571",3,3,199,0
1440,136433,"61,042",28,3,2,"2,594",28,"62,119","2,219",2,3,147,0
1441,105147,"68,647",38,2,1,"3,690",35,"74,788","2,137",2,5,112,0
1442,165895,"1,15,586",30,2,1,"3,612",33,"85,412","2,588",5,5,72,0
1443,108607,"1,24,123",69,2,2,"7,137",28,"2,00,198","7,150",1,5,9,0
1444,42241,"1,85,668",53,2,1,"10,908",33,"1,07,332","3,252",5,5,115,0
1445,155448,"1,71,440",39,3,1,"4,500",35,"99,107","2,832",5,2,85,0
1446,144907,"1,17,248",37,2,2,"7,475",35,"1,54,274","4,408",3,5,171,0
1447,176795,"95,692",42,2,2,"4,545",34,"95,773","2,817",3,5,7,0
1448,60372,"75,546",61,2,2,"1,416",29,"1,14,464","3,947",2,5,70,0
1449,127392,"27,146",56,1,2,"1,323",29,"74,415","2,566",2,4,24,0
1450,150186,"1,00,477",57,1,2,"6,154",32,"1,52,238","4,757",1,5,152,0
1451,166607,"9,871",59,3,2,296,33,"83,886","2,542",1,2,69,0
1452,145424,"9,670",61,3,1,24,30,"68,478","2,283",1,0,186,0
1453,95572,"1,24,400",69,3,2,"1,399",35,"1,80,290","5,151",3,1,106,0
1454,92125,"1,09,920",47,3,2,"4,397",33,"1,40,923","4,270",2,3,191,0
1455,82529,"85,493",37,3,2,641,31,"87,016","2,807",4,1,95,0
1456,118680,"1,13,521",66,1,2,"6,953",34,"1,57,668","4,637",1,5,59,0
1457,159803,"23,168",45,3,1,463,29,"98,437","3,394",2,2,37,0
1458,106326,"1,43,538",46,3,1,"3,230",35,"1,00,807","2,880",5,2,183,0
1459,41172,"27,423",39,3,2,"1,268",29,"83,509","2,880",4,4,36,0
1460,65402,"1,57,061",57,3,1,"2,749",35,"2,61,768","7,479",1,1,115,0
1461,52968,"94,106",35,3,1,"3,764",35,"92,641","2,647",3,3,109,0
1462,125981,"42,810",55,3,2,"2,087",32,"1,21,263","3,789",1,4,57,0
1463,44733,"1,66,101",42,3,1,"6,229",34,"1,34,429","3,954",5,3,15,0
1464,37183,"44,094",66,3,1,"1,819",31,"1,20,872","3,899",1,3,121,0
1465,97028,"1,84,157",65,2,1,"3,683",29,"1,98,094","6,831",4,2,52,0
1466,156235,"1,65,346",57,3,2,"1,240",35,"2,58,353","7,382",1,1,37,0
1467,138304,"3,90,051",38,2,2,"5,851",34,"5,49,368","16,158",3,5,197,0
1468,154939,"1,47,089",32,3,2,735,29,"1,62,330","5,598",2,0,196,0
1469,71107,"1,12,186",67,2,2,"3,085",33,"1,19,168","3,611",1,4,172,0
1470,86148,"5,036",43,3,2,183,34,"85,598","2,518",1,3,6,0
1471,33720,"14,052",30,2,2,861,34,"79,606","2,341",2,5,187,0
1472,189880,"96,246",57,3,2,"4,572",33,"1,57,781","4,781",3,4,42,0
1473,78013,"1,04,254",61,1,2,"6,255",29,"1,39,005","4,793",2,5,139,0
1474,189743,"2,594",34,2,2,88,31,"2,20,414","7,110",1,5,35,0
1475,94739,"1,91,384",26,3,2,"6,220",33,"3,13,745","9,507",1,53,197,0
1476,55765,"82,849",35,3,1,"3,418",35,"62,861","1,796",5,3,133,0
1477,193125,"26,869",68,3,2,974,32,"1,14,166","3,568",1,3,58,0
1478,74355,"72,625",35,2,1,"1,997",31,"2,07,501","6,694",5,5,123,0
1479,81440,"14,656",60,1,2,843,33,"1,13,222","3,431",4,5,126,0
1480,42163,"92,469",66,2,2,578,32,"98,022","3,063",1,5,147,0
1481,64074,"12,843",51,3,1,562,31,"99,216","3,201",3,4,175,0
1482,166340,"2,569",58,3,2,51,29,"1,09,137","3,763",2,2,83,0
1483,58294,"25,761",60,3,1,773,31,"87,567","2,825",5,2,52,0
1484,191805,"1,28,807",50,3,2,"3,059",35,"1,65,137","4,718",2,2,166,0
1485,36620,"1,72,246",45,3,2,"2,153",29,"2,49,632","8,608",2,1,43,0
1486,181049,"1,71,188",43,1,2,"8,773",32,"2,67,482","8,359",1,4,10,0
1487,172819,"24,930",45,3,2,467,28,"1,92,595","6,878",2,2,191,0
1488,32415,"1,13,320",69,3,2,"4,391",30,"1,79,873","5,996",1,3,46,0
1489,143897,"1,77,987",43,3,1,"1,112",30,"2,96,646","9,888",4,1,71,0
1490,44992,"76,554",32,3,2,"3,732",33,"78,646","2,383",3,4,40,0
1491,198617,"1,17,173",39,2,2,"6,152",30,"1,26,040","4,201",2,4,5,0
1492,34816,"94,282",56,2,2,"6,246",31,"1,29,153","4,166",1,4,45,0
1493,92114,"1,25,457",56,2,1,"7,841",30,"1,93,011","6,434",4,4,100,0
1494,83582,"1,28,429",58,2,2,"2,087",34,"1,64,653","4,843",2,5,88,0
1495,171275,"1,16,039",66,2,2,"2,466",29,"1,75,817","6,063",2,5,5,0
1496,147382,"78,770",32,3,1,"2,068",31,"1,19,348","3,850",1,2,61,0
1497,54401,"88,843",68,3,1,"1,333",31,"98,048","3,163",1,1,29,0
1498,97322,"1,74,663",44,3,2,"4,148",30,"1,87,882","6,263",2,2,161,0
1499,99030,"79,626",55,1,1,"5,076",30,"99,616","3,321",4,5,142,0
1500,125514,"9,468",47,3,1,59,35,"1,00,577","2,874",5,1,121,0
1501,128997,"1,06,571",67,2,2,"6,394",35,"1,54,451","4,413",1,5,200,0
1502,135089,"1,45,200",44,3,2,"2,541",34,"2,42,000","7,118",1,1,187,0
1503,60616,"77,813",32,3,2,"3,599",34,"79,187","2,329",1,4,166,0
1504,136065,"1,39,610",44,2,2,"1,396",28,"1,86,146","6,648",1,5,175,0
1505,52944,"1,58,773",31,3,2,"3,572",29,"1,70,789","5,889",1,2,5,0
1506,169485,"1,48,071",30,1,2,"7,774",31,"1,87,432","6,046",2,5,5,0
1507,180051,"1,83,830",56,2,2,"2,298",32,"2,51,822","7,869",1,4,126,0
1508,73071,"1,34,800",29,2,2,"2,191",30,"1,43,189","4,773",1,5,132,0
1509,116584,"1,14,805",69,3,2,861,35,"1,23,494","3,528",3,1,143,0
1510,52545,"40,241",60,1,2,"2,062",30,"1,31,524","4,384",1,4,196,0
1511,100754,"1,45,049",65,1,2,"8,703",33,"2,23,153","6,762",1,5,52,0
1512,42089,"1,49,884",30,3,2,"1,686",34,"2,23,708","6,580",1,1,112,0
1513,36188,"1,33,491",31,3,2,"2,169",29,"2,02,258","6,974",2,1,149,0
1514,196189,"32,435",51,3,2,405,29,"81,066","2,795",1,1,162,0
1515,123961,"64,164",31,3,1,"2,647",29,"2,47,844","8,546",5,3,126,0
1516,41462,"34,550",34,3,2,302,35,"1,12,923","3,226",2,1,3,0
1517,181740,"97,707",57,2,2,"1,099",31,"1,39,581","4,503",1,4,15,0
1518,64523,"2,06,922",68,1,2,"11,898",30,"1,99,817","6,661",4,5,19,0
1519,191928,"46,839",25,3,2,176,30,"1,04,745","3,491",1,0,182,0
1520,51470,"53,865",31,3,1,202,30,"1,38,114","4,604",4,0,166,0
1521,58725,"72,298",38,3,2,"2,621",33,"76,167","2,308",3,3,1,0
1522,34535,"34,197",46,3,2,983,30,"1,38,383","4,613",1,2,4,0
1523,72924,"93,678",32,2,2,"3,279",29,"1,01,416","3,497",1,5,46,0
1524,175404,"33,719",48,3,2,337,34,"73,471","2,161",2,1,200,0
1525,49223,"1,69,123",30,2,2,"6,342",33,"2,72,780","8,266",1,5,179,0
1526,184144,"39,889",51,1,2,"2,343",33,"91,613","2,776",1,5,8,0
1527,85220,"74,791",64,2,1,"4,955",33,"1,08,393","3,285",1,5,9,0
1528,128315,"7,404",46,1,1,509,33,"1,48,196","4,491",4,6,91,0
1529,39667,"80,608",66,3,2,202,35,"1,03,344","2,953",3,0,28,0
1530,126774,"1,32,257",49,3,2,"4,464",31,"1,44,090","4,648",1,3,1,0
1531,97109,"58,549",52,3,2,951,29,"81,317","2,804",1,1,29,0
1532,124640,"1,19,666",30,3,2,"4,338",28,"1,89,945","6,784",2,3,119,0
1533,191973,"41,953",49,2,2,"1,311",33,"1,37,121","4,155",1,3,4,0
1534,126788,"1,19,540",51,2,2,"1,793",32,"1,89,746","5,930",1,5,87,0
1535,139876,"1,54,115",51,3,2,578,32,"2,30,022","7,188",1,0,175,0
1536,122560,"1,66,101",51,3,2,"4,568",28,"1,76,438","6,301",2,2,118,0
1537,63443,"1,07,880",54,3,2,"1,349",30,"1,17,532","3,918",2,1,78,0
1538,52308,"74,791",59,3,1,"2,244",28,"76,835","2,744",3,2,75,0
1539,174241,"31,427",69,2,2,"1,846",28,"82,703","2,954",2,5,99,0
1540,145566,"2,342",58,2,2,161,34,"1,99,015","5,853",3,6,167,0
1541,127427,"1,18,155",50,2,1,"4,135",30,"1,27,096","4,237",4,3,57,0
1542,54579,"1,41,020",64,3,1,"6,170",31,"2,04,377","6,593",1,4,174,0
1543,118377,"3,69,366",33,3,2,"7,387",34,"5,05,981","14,882",1,2,83,0
1544,46460,"12,591",35,3,2,362,32,"66,873","2,090",4,2,105,0
1545,79142,"31,125",37,3,1,"1,012",35,"82,655","2,362",1,3,105,0
1546,95847,"41,702",38,3,2,365,30,"1,04,228","3,474",2,1,124,0
1547,94000,"2,518",28,3,2,98,34,"71,331","2,098",1,3,181,0
1548,112654,"77,813",68,3,2,"1,264",28,"98,983","3,535",1,1,62,0
1549,110841,"88,037",36,2,1,110,35,"85,269","2,436",4,4,20,0
1550,109161,"1,80,707",27,3,2,"3,840",28,"2,50,982","8,964",3,2,134,0
1551,113524,"35,507",46,2,2,"2,352",30,"77,367","2,579",1,4,145,0
1552,82865,"1,40,063",54,2,2,"7,528",33,"1,86,751","5,659",3,5,192,0
1553,109553,"22,211",60,3,2,361,35,"99,338","2,838",1,1,5,0
1554,95659,"2,417",58,3,1,21,30,"2,05,435","6,848",3,1,151,0
1555,52714,"14,052",50,2,2,123,35,"70,241","2,007",1,5,136,0
1556,178613,"1,20,925",53,3,2,756,32,"1,72,750","5,398",4,1,91,0
1557,119834,"86,375",40,1,2,"5,182",34,"91,562","2,693",2,5,114,0
1558,175667,"64,844",52,2,2,"4,377",33,"68,738","2,083",1,5,143,0
1559,131422,"1,38,703",59,3,1,"1,040",31,"1,80,134","5,811",4,1,132,0
1560,160886,"7,555",39,2,2,170,34,"91,712","2,697",3,5,66,0
1561,104759,"1,38,754",28,3,2,"5,030",29,"1,90,073","6,554",1,3,164,0
1562,102947,"1,18,155",38,3,1,591,31,"76,065","2,454",5,0,48,0
1563,54040,"23,419",67,3,2,732,35,"65,054","1,859",1,3,49,0
1564,194485,"1,02,869",65,2,2,"5,143",32,"1,63,284","5,103",2,5,171,0
1565,60195,"2,07,501",45,3,2,"2,075",28,"2,15,038","7,680",3,1,23,0
1566,151588,"74,161",25,3,1,"1,761",32,"94,754","2,961",3,2,41,0
1567,59685,"1,62,677",46,3,2,"5,084",28,"2,39,230","8,544",2,3,128,0
1568,166641,"1,72,095",47,1,2,"8,820",32,"1,85,119","5,785",1,4,138,0
1569,49891,"74,942",36,1,1,"4,965",30,"1,18,956","3,965",4,5,51,0
1570,192384,"1,49,884",39,1,2,"8,056",33,"2,08,172","6,308",1,5,48,0
1571,161344,"14,203",29,2,2,959,31,"80,462","2,596",4,5,33,0
1572,49836,"49,357",47,3,2,0,35,"1,10,376","3,154",3,0,6,0
1573,180542,"39,486",61,2,2,"1,777",29,"1,08,240","3,732",2,5,45,0
1574,146331,"1,13,521",36,3,1,"2,838",32,"1,25,284","3,915",5,2,162,0
1575,37191,"20,347",28,3,1,280,34,"56,520","1,662",1,1,24,0
1576,143269,"1,77,031",39,1,1,"10,843",33,"2,32,935","7,059",1,5,43,0
1577,198252,"1,29,688",52,3,2,"4,377",29,"1,75,254","6,043",3,3,11,0
1578,181561,"47,846",54,3,2,"1,734",29,"1,62,636","5,608",1,3,122,0
1579,38990,"1,87,506",55,2,2,"8,672",31,"2,43,515","7,855",1,5,37,0
1580,144588,"1,76,275",50,3,2,"1,542",32,"2,51,822","7,869",3,1,40,0
1581,107532,"1,75,494",33,2,2,"11,407",31,"2,74,210","8,845",3,5,183,0
1582,103779,"1,56,331",59,1,2,"8,207",33,"1,68,162","5,096",1,4,5,0
1583,164845,"57,063",48,3,2,"1,712",33,"87,789","2,660",1,2,81,0
1584,181671,"54,293",36,2,2,"1,018",34,"70,835","2,083",2,5,51,0
1585,150759,"1,64,389",32,1,1,"9,247",32,"1,48,612","4,644",5,5,92,0
1586,181395,"1,63,407",50,3,2,"4,698",32,"2,59,376","8,106",3,2,155,0
1587,160016,"2,594",60,3,2,91,33,"73,471","2,226",1,3,56,0
1588,139158,"2,493",39,3,2,69,33,"1,05,927","3,210",1,2,64,0
1589,74815,"1,28,807",65,1,2,"6,762",33,"1,86,676","5,657",1,5,39,0
1590,63210,"1,88,992",36,3,2,"3,544",32,"2,58,893","8,090",1,2,28,0
1591,60186,"1,80,757",54,3,2,"7,230",30,"1,92,006","6,400",1,3,35,0
1592,90462,"1,04,707",67,3,2,"4,188",28,"1,11,224","3,972",2,3,169,0
1593,126820,"47,846",69,1,2,"3,289",31,"1,31,557","4,244",3,6,14,0
1594,179087,"75,748",39,2,2,"3,030",32,"82,005","2,563",1,5,149,0
1595,180906,"1,05,035",31,3,1,"3,545",32,"1,34,660","4,208",2,3,23,0
1596,133476,"27,146",47,3,2,373,31,"1,09,850","3,544",1,1,14,0
1597,121663,"1,34,800",48,2,2,"6,740",29,"2,13,968","7,378",3,5,43,0
1598,81858,"6,950",66,3,2,252,34,"57,919","1,703",1,5,85,0
1599,32524,"1,99,443",37,2,2,"13,462",35,"2,62,425","7,498",2,2,40,0
1600,167355,"1,24,400",31,3,2,"3,265",34,"2,00,645","5,901",1,4,122,0
1601,42727,"1,18,356",44,3,2,"5,178",28,"1,71,531","6,126",1,3,158,0
1602,164583,"1,49,129",40,3,2,"5,965",31,"1,62,471","5,241",3,4,133,0
1603,148585,"75,219",33,2,1,"3,949",29,"1,25,365","4,323",1,3,8,0
1604,35509,"1,66,202",33,3,1,"6,648",33,"2,63,813","7,994",1,4,197,0
1605,187027,"89,951",25,3,2,"4,048",28,"97,998","3,500",2,5,110,1
1606,48253,"18,534",37,2,2,788,35,"1,57,500","4,500",2,5,9,1
1607,44613,"7,630",53,2,2,248,30,"92,629","3,088",1,3,51,0
1608,194781,"83,932",69,3,2,"3,043",28,"1,06,243","3,794",2,4,148,0
1609,79417,"21,304",42,1,2,"1,065",31,"69,630","2,246",1,4,120,0
1610,40842,"1,23,393",32,1,1,"6,787",28,"1,81,460","6,481",1,1,99,0
1611,38338,"15,260",34,3,1,95,34,"1,29,681","3,814",4,2,99,0
1612,150899,"1,27,170",25,3,2,"3,338",32,"1,98,703","6,209",4,1,58,0
1613,184760,"19,541",47,3,1,171,30,"97,682","3,256",5,5,33,0
1614,137564,"2,02,741",45,1,2,"10,644",30,"1,98,031","6,601",2,4,46,0
1615,186880,"7,706",55,3,1,347,33,"93,546","2,835",1,5,123,0
1616,111884,"1,68,066",36,2,1,"10,504",34,"2,75,517","8,103",3,3,83,0
1617,173358,"1,62,878",48,3,2,"5,701",32,"2,50,582","7,831",1,5,19,1
1618,33402,"2,00,651",56,1,2,"12,792",31,"2,02,989","6,548",3,5,132,0
1619,192733,"6,950",64,2,2,382,35,"1,18,125","3,375",2,3,26,0
1620,147827,"1,49,003",40,3,2,"4,656",29,"2,04,113","7,038",2,3,97,0
1621,32601,"9,871",60,3,2,383,35,"1,67,772","4,793",1,4,115,0
1622,173010,"1,35,379",39,2,2,"7,277",30,"1,47,492","4,916",4,4,86,0
1623,150131,"1,51,445",34,1,2,"7,951",30,"2,04,656","6,822",1,4,175,0
1624,138267,"1,11,255",43,3,2,"5,006",29,"1,66,052","5,726",2,1,71,0
1625,158107,"14,958",37,3,2,93,28,"97,779","3,492",1,2,114,0
1626,199045,"1,38,703",52,3,2,"3,988",28,"1,49,200","5,329",1,1,188,0
1627,100746,"1,18,155",31,3,1,"1,477",34,"98,437","2,895",5,1,199,0
1628,48601,"1,98,385",49,3,1,"1,984",32,"2,13,398","6,669",2,5,47,0
1629,162546,"1,11,532",34,1,1,"6,552",35,"1,52,783","4,365",1,5,177,0
1630,186588,"3,41,552",31,1,2,"19,212",32,"4,81,059","15,033",2,5,76,0
1631,184361,"1,14,755",55,2,2,"6,455",35,"1,23,440","3,527",1,2,101,0
1632,87793,"1,34,926",36,2,2,"3,542",32,"1,48,907","4,653",4,2,126,1
1633,99158,"15,109",61,3,2,359,32,"91,712","2,866",1,2,31,1
1634,75088,"1,07,880",40,3,2,"1,618",30,"1,47,781","4,926",2,1,59,0
1635,194240,"55,955",25,3,2,280,31,"73,003","2,355",2,0,191,0
1636,165272,"71,014",27,3,2,"1,775",28,"1,14,538","4,091",2,2,90,0
1637,199803,"33,392",62,3,2,"1,210",31,"72,758","2,347",3,3,171,0
1638,135903,"52,354",66,3,1,"2,029",34,"2,47,164","7,270",5,3,69,0
1639,52475,"18,156",65,3,2,227,34,"90,759","2,669",1,1,91,0
1640,106424,"2,518",48,2,2,57,33,"71,331","2,162",1,5,62,0
1641,185028,"24,175",42,2,1,"1,330",34,"1,46,739","4,316",1,5,38,0
1642,61438,"20,146",39,3,2,856,34,"77,816","2,289",1,3,111,0
1643,197161,"45,328",32,3,1,"2,210",35,"1,18,554","3,387",4,4,176,0
1644,178143,"70,032",32,1,2,"3,939",35,"95,934","2,741",2,5,49,1
1645,199559,"1,12,186",40,3,2,"3,646",30,"1,22,224","4,074",1,3,141,0
1646,109238,"66,128",68,3,2,827,29,"71,591","2,469",1,1,67,0
1647,61604,"83,101",41,1,2,"4,259",31,"1,34,034","4,324",1,4,49,0
1648,152142,"50,767",47,2,2,"2,856",34,"1,41,020","4,148",2,5,89,0
